date,index_point_usd,index_point_krw,daily_return,phase
2021-08-30,2042.2263849994017,2039.6201657784204,0.020663865034112966,1A
2021-09-06,2024.8619492017133,2006.9209467140538,-0.008502698782678546,1A
2021-09-13,2028.761939513457,2038.9703882395538,0.0019260524468254654,1A
2021-09-20,2042.8484454454967,2077.5882069004288,0.006943400138617531,1A
2021-09-27,1982.6442989256136,2000.7546328254061,-0.02947068670419849,1A
2021-10-04,1984.423991954326,2013.1392985287794,0.000897636065973537,1A
2021-10-11,2064.0981781244714,2113.934527126946,0.0401497797311347,1A
2021-10-18,2164.6078543454296,2198.4796772058316,0.048694232321975034,1A
2021-10-25,2361.333495920458,2362.486293286482,0.09088280871757158,1A
2021-11-01,2498.04388498602,2519.439306934237,0.05789541769586933,1A
2021-11-08,2380.019460030672,2407.314383263577,-0.04724673800356752,1A
2021-11-15,2504.5401845359406,2538.861883594297,0.052319204357961065,1A
2021-11-22,2399.879383477551,2447.1756462938674,-0.04178842955070497,1A
2021-11-29,2298.9665827384974,2345.051848479868,-0.04204911356537661,1A
2021-12-06,2343.74070546702,2370.037429611062,0.01947576057203406,1A
2021-12-13,2230.2650294776668,2263.7793670210785,-0.04841648042578231,1A
2021-12-20,2373.4924728409555,2418.2561717103563,0.06421992071356351,1A
2021-12-27,2357.4794986554066,2395.9039349665277,-0.006746587304901966,1A
2022-01-03,2265.82148752432,2316.1618635104633,-0.038879664142726804,1A
2022-01-10,2279.4391760964704,2339.1310572924262,0.006010044766160872,1A
2022-01-17,2068.6356949873075,2110.1303059508577,-0.09248041505988455,1A
2022-01-24,1982.9229014475159,2030.6889319754641,-0.041434455446886925,1A
2022-01-31,2079.8659908185,2146.1154479757683,0.048888985698947965,1A
2022-02-07,2003.1646500069685,2053.5371483147255,-0.03687802057927151,1A
2022-02-14,1973.7761309278794,2024.297131709663,-0.014671045177932284,1A
2022-02-21,1953.2975351088232,1998.5347523390662,-0.010375338670971243,1A
2022-02-28,1899.7336375820673,1954.4366463315187,-0.027422293103836714,1A
2022-03-07,1814.5330202693224,1915.0770726060969,-0.04484871753978425,1A
2022-03-14,2018.7719341426166,2147.499854332515,0.11255728696685836,1A
2022-03-21,2123.9262325909526,2215.2458194867572,0.05208825061905541,1A
2022-03-28,2165.1916870110476,2269.5235280395527,0.019428854819385832,1A
2022-04-04,2042.5503801580242,2124.6505628816667,-0.05664223984820692,1A
2022-04-11,1972.225867394186,2085.975644630752,-0.03442975676242433,1A
2022-04-18,1916.3803513018802,2027.811936873401,-0.028315983993299938,1A
2022-04-25,1774.8464280134933,1900.5082183897782,-0.07385481863881395,1A
2022-05-02,1754.156801263195,1904.510737580313,-0.01165713631542497,1A
2022-05-09,1644.43416641563,1795.7636304350617,-0.06255007235872649,1A
2022-05-16,1523.3096441098305,1670.8380263837344,-0.0736572644740253,1A
2022-05-23,1675.4163817770236,1806.4437121241237,0.09985280291196409,1A
2022-05-30,1626.200780388713,1722.012860010265,-0.029375146335927804,1A
2022-06-06,1539.9375903239809,1655.0016173374654,-0.0530458422508643,1A
2022-06-13,1447.1934053168093,1601.2883418930758,-0.060225937460010724,1A
2022-06-20,1593.5833300790368,1764.180113479101,0.10115436141735376,1A
2022-06-27,1488.0658704960858,1639.82167165403,-0.06621395793448573,1A
2022-07-04,1602.8153069477107,1779.5209034997588,0.077113143125425,1A
2022-07-11,1566.360539532602,1759.009631208303,-0.022744209677240116,1A
2022-07-18,1668.659954602782,1885.3816609955722,0.06531026062537677,1A
2022-07-25,1769.6893123540715,1987.8159944439635,0.06054520423565824,1A
2022-08-01,1795.2511857717259,2010.800954072635,0.014444271793477306,1A
2022-08-08,1854.449875078904,2064.980666594294,0.03297515677825893,1A
2022-08-15,1799.245789425335,2021.8322619189073,-0.029768443135309856,1A
2022-08-22,1706.621231616757,1964.1287364763996,-0.051479657950546924,1A
2022-08-29,1606.909075760402,1852.467948364098,-0.05842664676208999,1A
2022-09-05,1686.9379892624115,1980.457339461681,0.04980301294529635,1A
2022-09-12,1623.582754653316,1912.3083767615317,-0.037556350626021945,1A
2022-09-19,1516.2553292123428,1805.5562642295013,-0.06610530022776133,1A
2022-09-26,1458.8903572118509,1787.5830179028333,-0.03783331929345406,1A
2022-10-03,1388.1520384897967,1704.8127787784097,-0.04848775534937745,1A
2022-10-10,1313.9658579940972,1608.2790848797529,-0.05344240287714335,1A
2022-10-17,1394.8658112655837,1710.812068800354,0.061569296324783224,1A
2022-10-24,1444.092571944259,1787.1690713155106,0.03529139525902562,1A
2022-10-31,1343.6775043417654,1642.2865711576533,-0.06953506274691194,1A
2022-11-07,1428.0738028617077,1704.341429238403,0.06280993634799736,1A
2022-11-14,1375.0204001402012,1559.5698638114218,-0.0371503227740703,1A
2022-11-21,1386.0736200464971,1614.0665615055484,0.00803858612219056,1A
2022-11-28,1431.6256142153384,1644.5559527303308,0.03286405102155626,1A
2022-12-05,1355.6023610966722,1516.025447047482,-0.05310274722929831,1A
2022-12-12,1418.5181524386103,1588.0147671279715,0.046411686160711264,1A
2022-12-19,1322.42014274123,1474.2896011326256,-0.06774535069020844,1A
2022-12-26,1314.3076322362513,1435.150179360649,-0.006134593872838614,1A
2023-01-02,1310.3911824168733,1425.2788056551678,-0.0029798577770671175,1B
2023-01-09,1395.788158249191,1482.0237082811425,0.06516907086845017,1B
2023-01-16,1446.6801618330041,1538.8912153494077,0.03646112290252545,1B
2023-01-23,1609.0964869544869,1695.6731436663313,0.1122683018724017,1B
2023-01-30,1682.2945810478109,1774.9709209815148,0.04549018327164773,1B
2023-02-06,1659.0769927887932,1792.5068204831882,-0.013801143105719794,1B
2023-02-13,1690.6241205063106,1843.7498705692988,0.019014866612361982,1B
2023-02-20,1621.4762982805232,1800.433641625986,-0.04090076640162853,1B
2023-02-27,1665.2943130469193,1880.4307237739329,0.027023530848315585,1B
2023-03-06,1554.003159452745,1727.423661748897,-0.06682972056185639,1B
2023-03-13,1640.5092456265822,1822.2978356769156,0.05566660894325414,1B
2023-03-20,1690.1540284944713,1889.4661472834512,0.03026181230019669,1B
2023-03-27,1775.6514773706012,1974.5598475830966,0.050585596007653784,1B
2023-04-03,1714.5397348081935,1922.3591730127016,-0.03441651886151812,1B
2023-04-10,1731.7567063486645,1959.3282499567667,0.010041745426446634,1B
2023-04-17,1674.029241990637,1891.892772190779,-0.03333462728707622,1B
2023-05-01,1719.8843186107715,1978.4282017353817,0.027392040395666464,1B
2023-05-08,1724.3179955917126,1952.817156472481,0.002577892555310045,1B
2023-05-15,1813.677346428485,2074.9965690833656,0.05182301122253723,1B
2023-05-29,1992.2636688390428,2260.8513755038903,0.09846642389961599,1B
2023-06-05,2061.0282149175773,2297.2178541275293,0.034515785813936,1B
2023-06-12,2162.4970956992734,2379.754375261373,0.04923216482300974,1B
2023-06-19,2116.311193881941,2326.019151996446,-0.02135767114285884,1B
2023-07-03,2187.736247002,2444.6204334958325,0.03374978752016341,1B
2023-07-10,2270.4941788755164,2527.6642623704915,0.03782811204363662,1B
2023-07-17,2204.6793768071752,2386.2563140727357,-0.028986994408827984,1B
2023-07-24,2276.8895006451685,2497.868065999932,0.03275311802597253,1B
2023-07-31,2180.246372427215,2386.999668493491,-0.04244524303466155,1B
2023-08-07,2097.489084762142,2349.5520994962676,-0.03795776876947248,1B
2023-08-14,2005.3557310795222,2297.8649878042283,-0.04392554619327986,1B
2023-08-21,2094.0359966977744,2404.4754522019184,0.04422171300775339,1B
2023-08-28,2184.257360347363,2477.31631705915,0.04308491534618542,1B
2023-09-04,2153.228085692822,2431.427455940828,-0.014205869334740946,1B
2023-09-11,2183.6244502761892,2480.647572917093,0.014116648758827134,1B
2023-09-18,2041.250186007755,2314.8335867387013,-0.06520089306127087,1B
2023-09-25,2065.1144988070682,2369.1350250562145,0.01169102786267776,1B
2023-10-02,2114.7346023567716,2458.16434297213,0.02402777355849613,1B
2023-10-09,2151.9997389092696,2483.9620474640797,0.01762166113467265,1B
2023-10-16,1989.9280987483892,2297.9122341113066,-0.07531210958372404,1B
2023-10-23,1925.3167705935107,2215.4846125352415,-0.032469177250935476,1B
2023-10-30,2073.8875739747014,2391.7222660240723,0.07716693982538342,1B
2023-11-06,2109.6903612725264,2347.7433578173286,0.01726361049996894,1B
2023-11-13,2212.744818869509,2500.7564243746647,0.04884814354217455,1B
2023-11-20,2217.389776964719,2446.8659552773092,0.0020991838080920313,1B
2023-11-27,2235.3461898147643,2485.940988184745,0.008097995686903737,1B
2023-12-04,2265.064366002983,2542.697516692187,0.013294663852797527,1B
2023-12-11,2359.4587262498553,2660.908294747141,0.041674029958558664,1B
2023-12-18,2362.309108955521,2638.4169856844387,0.0012080663560475652,1B
2023-12-25,2353.820977600583,2613.0001417380413,-0.0035931501608996055,1B
2024-01-01,2251.3207932238693,2496.1670660694335,-0.0435462957260239,1B
2024-01-08,2265.0850624903137,2545.6307739627214,0.0061138640516594485,1B
2024-01-15,2298.8921176455865,2600.420380772317,0.014925291643618884,1B
2024-01-22,2245.118348976155,2575.8308427654806,-0.023391166665316935,1B
2024-01-29,2286.954626216541,2612.2143563001237,0.01863433046167231,1B
2024-02-05,2381.849574167141,2721.2584464324277,0.04149402303953495,1B
2024-02-12,2378.7398271732754,2708.2624038691247,-0.0013056017590669313,1B
2024-02-19,2401.615460592076,2745.805322372946,0.009616702573977634,1B
2024-02-26,2494.486168251652,2846.6019185253467,0.03867009901605158,1B
2024-03-04,2424.689449639417,2766.2779282820047,-0.027980399130115952,1B
2024-03-11,2367.666353150764,2659.8426594322073,-0.023517690687000443,1B
2024-03-18,2452.8068840957753,2808.786984912889,0.03595968276176731,1B
2024-03-25,2457.585601711953,2819.79510729847,0.0019482649234081047,1B
2024-04-01,2391.2070263692544,2772.3775835249585,-0.027009669692262078,1B
2024-04-08,2393.3023252822504,2777.5844066490868,0.0008762515708133072,1B
2024-04-15,2173.083370485064,2583.463267328268,-0.09201468300550603,1B
2024-04-22,2367.9298284892384,2797.4208180565124,0.08966359075339206,1B
2024-04-29,2421.6485459158657,2852.7213177994727,0.022685941441474372,1B
2024-05-06,2407.6714318728623,2795.229903305753,-0.0057717351539620515,1B
2024-05-13,2498.603081857161,2925.1092949974986,0.037767466432729,1B
2024-05-20,2582.928039061596,3011.8711615853617,0.03374884062888345,1B
2024-05-27,2563.4685453936854,2988.9934338642993,-0.007533889203889719,1B
2024-06-03,2654.0470696093435,3118.0893190783654,0.03533436147614096,1B
2024-06-10,2765.4045259350028,3256.2830144067125,0.04195760414379159,1B
2024-06-17,2773.326258653081,3277.843797227471,0.002864583696086874,1B
2024-06-24,2793.4189334609478,3317.932648201641,0.0072449733402896194,1B
2024-07-01,3015.679942578865,3573.687663633661,0.07956594209896894,1B
2024-07-08,3044.0875743669785,3610.402163791292,0.009419975703330377,1B
2024-07-15,2869.5120507197958,3405.0940046175465,-0.057349047746593156,1B
2024-07-22,2748.364001889249,3267.2543533542325,-0.042219041666041415,1B
2024-07-29,2605.11523050202,3083.2380825765395,-0.0521214698230505,1B
2024-08-05,2580.9836959910876,3023.740577410505,-0.009263135168989136,1B
2024-08-12,2797.0909015309885,3282.9571574317556,0.08373055818817046,1B
2024-08-19,2847.1354360917203,3249.713110167899,0.01789163681928955,1B
2024-08-26,2769.337967558239,3151.771595979265,-0.027324821835758715,1B
2024-09-02,2563.649768729517,2938.43939754897,-0.07427341885977193,1B
2024-09-09,2812.3585168759982,3234.8289340493184,0.09701354341772488,1B
2024-09-16,2851.1866773164543,3228.146689173622,0.013806262682179968,1B
2024-09-23,2967.0164617791384,3390.1154081321465,0.04062511423198132,1B
2024-09-30,2949.804925306078,3332.4387564904337,-0.0058009575257764534,1B
2024-10-07,2927.7171269339856,3374.8637558651485,-0.007487884430120609,1B
2024-10-14,2971.1774141376895,3456.465992776952,0.014844428378645164,1B
2024-10-21,3116.5444423741114,3682.978983977112,0.0489257314439471,1B
2024-10-28,2989.183664185433,3540.29168052083,-0.04086602342550204,1B
2024-11-04,3389.4589552703897,3990.487283411475,0.13390789461377373,1B
2024-11-11,3305.8155125789467,3966.505773278812,-0.02467752045245532,1B
2024-11-18,3474.178204067165,4141.915159670039,0.050929246005284395,1B
2024-11-25,3476.07412905377,4168.246243774822,0.0005457189802137317,1B
2024-12-02,3683.8185148471757,4436.004555769755,0.05976408387181202,1B
2024-12-09,3802.8296377525576,4658.919039570779,0.032306456581865345,1B
2024-12-16,3759.4729821890633,4629.532931585502,-0.011401156426538748,1B
2024-12-23,3842.798607167949,4783.190893680014,0.022164177099729218,1B
2024-12-30,3809.28691374578,4800.107379362499,-0.008720647852754957,1B
2025-01-06,3590.1657690704033,4498.8692087871505,-0.057522877545579464,1B
2025-01-13,3796.2507941582207,4767.8459689760975,0.05740264888692845,1B
2025-01-20,3804.1382443534117,4685.528885666289,0.002077694710615131,1B
2025-01-27,3672.6056211812115,4513.345309445039,-0.03457619432402003,1B
2025-02-03,3601.113092711171,4503.966761956331,-0.019466432240292326,1B
2025-02-10,3679.94715975445,4575.050275341199,0.02189158324487022,1B
2025-02-17,3516.496558611594,4343.922572747545,-0.04441656199046136,1B
2025-02-24,3208.432306422818,3928.6368192776813,-0.0876054468002687,1B
2025-03-03,3010.0393114169046,3761.234328855544,-0.0618348701354113,1B
2025-03-10,3007.422651571538,3760.360158235758,-0.000869310854327235,1B
2025-03-17,2994.2208125453044,3702.3208499360567,-0.004389751809355814,1B
2025-03-24,2929.4435612130524,3681.977056120921,-0.021634092936915657,1B
2025-03-31,2608.531880078624,3291.0384419562306,-0.10954697519468234,1B
2025-04-07,2829.687830631926,3564.884140390906,0.08478177025255916,1B
2025-04-14,2739.9650170066625,3333.3393656912144,-0.03170767201031718,1B
2025-04-21,3069.277788039951,3739.8049432999383,0.1201886772237164,1B
2025-04-28,3165.7545184676183,3895.874210783532,0.03143303965630221,1B
2025-05-05,3195.901274962428,3764.701409377098,0.009522771370599729,1B
2025-05-12,3576.476521875166,4340.6544638329215,0.11908229140063528,1B
2025-05-19,3501.168019753517,4166.8355510709525,-0.021056618619200176,1B
2025-05-26,3565.815602156388,4182.372227737371,0.018464575832445405,1B
2025-06-02,3474.972852605617,4098.486366049563,-0.02547600876944814,1B
2025-06-09,3602.252072235938,4178.490226619016,0.03662739970324777,1B
2025-06-16,3620.5485325022496,4215.528359604246,0.005079172667379327,1B
2025-06-23,3749.1417649519663,4403.048398456727,0.03551761046573863,1B
2025-06-30,3786.029011004624,4386.50937369077,0.00983885069310807,1B
2025-07-07,3819.8496612209346,4500.43500653551,0.008933014014949633,1B
2025-07-14,3991.65333098164,4726.558432242229,0.044976552743647015,1B
2025-07-21,3955.4158808752136,4684.614801084013,-0.009078305930318548,1B
2025-07-28,3805.836702046961,4529.544147136264,-0.03781629627152003,1B
2025-08-04,4068.8955430543156,4828.650859561622,0.06911984449197962,1B
2025-08-11,4072.638052001572,4851.544555317847,0.0009197849656389253,1B
2025-08-18,4056.1213414882154,4824.99041485333,-0.00405553115755985,1B
2025-08-25,4003.140221428471,4767.760712692957,-0.013062015556049772,1B
2025-09-01,4064.1081450907623,4849.006347869648,0.015230024503247484,1B
2025-09-08,4376.227892404696,5192.282173755847,0.07679907526352574,1B
2025-09-15,4582.701838224473,5436.669462108898,0.04718080294175963,1B
2025-09-22,4574.899370076389,5450.609620700229,-0.0017025912711589135,1B
2025-09-29,4680.288709902487,5612.209569882387,0.023036427973789297,1B
2025-10-06,4537.215182955439,5482.014971708086,-0.03056938061199856,1B
2025-10-13,4660.970024091513,5694.654180099029,0.02727550626229334,1B
2025-10-20,4722.0059919386,5747.730716728306,0.013095121301275525,1B
2025-10-27,4916.907480547313,6020.217452479025,0.04127514639783344,1B
2025-11-03,4608.828203632237,5644.626381570073,-0.06265712302578919,1B
2025-11-10,4441.654206823465,5542.366999487055,-0.03627255984005255,1B
2025-11-17,4215.836387901176,5280.0140749084685,-0.050840927367866294,1B
2025-11-24,4519.730081648884,5708.580595005962,0.07208384429240136,1B
2025-12-01,4659.075394767785,5872.647296046331,0.03083045018211898,1B
2025-12-08,4571.8010065802255,5754.534651136014,-0.018732126182282913,1B
2025-12-15,4651.531875891995,5851.545508028611,0.017439706845729253,1B
2025-12-22,4689.914006828979,5943.091035718719,0.008251503367291017,1B
2025-12-29,4565.922587754849,5614.5252143270045,-0.02643788753772153,1B
2026-01-02,4577.833622577748,5655.755116564417,0.0026086808512355013,2
2026-01-05,4695.808119115358,5811.44261683831,0.025770813503523192,2
2026-01-06,4662.037799362255,5777.754851931547,-0.007191588518200499,2
2026-01-07,4655.409625197231,5776.438451231184,-0.0014217332527699275,2
2026-01-08,4638.061425544656,5767.743761524297,-0.0037264604082696737,2
2026-01-09,4699.557771512807,5865.531595096154,0.013259062424109578,2
2026-01-12,4715.97165184907,5925.177545690978,0.0034926435920754084,2
2026-01-13,4738.966889954268,5987.351595102813,0.004876033997401526,2
2026-01-14,4702.6113312602265,5892.361203764388,-0.007671621165175805,2
2026-01-15,4707.9232654689495,5927.626037879255,0.0011295711753619851,2
2026-01-16,4722.390208754203,5960.138891205607,0.0030728927532367024,2
2026-01-20,4571.419524092609,5798.102295768766,-0.031969125376748786,2
2026-01-21,4647.194724458354,5831.561491228223,0.01657585788536556,2
2026-01-22,4725.1233832935395,5925.344221437503,0.016768967830214622,2
2026-01-23,4736.4149801694475,5867.416810029363,0.002389693550824759,2
2026-01-26,4680.963856130556,5796.719998137077,-0.011707404074823659,2
2026-01-27,4722.348290039452,5791.70803549453,0.008841006933795524,2
2026-01-28,4746.924397962133,5815.445874931555,0.005204213330583453,2
2026-01-29,4666.078479517291,5721.677026219216,-0.017031220990068704,2
2026-01-30,4622.838483244745,5744.299283541296,-0.009266881485675393,2
2026-02-02,4590.879538207316,5719.017919367224,-0.006913273122836269,2
2026-02-03,4565.948712106816,5672.200700596295,-0.005430511929797966,2
2026-02-04,4391.419396095483,5499.316632480666,-0.03822410785048042,2
2026-02-05,4270.394347756461,5382.834343020197,-0.02755943748998971,2
2026-02-06,4462.035257460196,5593.251157463808,0.0448766306101023,2
2026-02-09,4541.639429679519,5670.0864461497895,0.017840327927985587,2
2026-02-10,4521.866686198645,5641.140618426032,-0.004353657701591123,2
2026-02-11,4526.230841414867,5606.11270032107,0.0009651224857076559,2
2026-02-12,4403.228287888681,5431.286829872352,-0.027175492774411156,2
2026-02-13,4415.2778268483735,5447.662326770953,0.002736523789337796,2
2026-02-17,4400.816729354454,5445.085353551626,-0.0032752406668466057,2
2026-02-18,4439.737711524324,5485.142394497591,0.008844036133170146,2
2026-02-19,4438.817199930934,5510.750722496394,-0.00020733467902850833,2
2026-02-20,4458.345798188815,5522.279641434866,0.004399504953298146,2
2026-02-23,4391.837971936934,5432.433792756964,-0.014917601563992616,2
2026-02-24,4450.5054387901855,5494.3859819227755,0.013358294916188937,2
2026-02-25,4542.330874225497,5550.462532930877,0.020632585826088252,2
2026-02-26,4485.9545823143635,5502.513785600477,-0.012411313370196964,2
2026-02-27,4416.6904557457465,5446.530300954749,-0.015440220202337,2
2026-03-02,4457.735324449496,5550.024799056161,0.009293127765011056,2
2026-03-03,4369.4829657340315,5541.978608925364,-0.019797577086154983,2
2026-03-04,4474.405697278415,5604.005737815763,0.02401261942595923,2
2026-03-05,4450.873003450825,5646.314150074678,-0.005259401006462865,2
2026-03-06,4358.407392454969,5532.29856096478,-0.02077471339311769,2
2026-03-09,4438.023525236193,5556.271958626542,0.018267253519955604,2
2026-03-10,4435.9011048111615,5597.800515439609,-0.0004782355057295225,2
2026-03-11,4476.825114162765,5666.621641043359,0.009225636096173965,2
2026-03-12,4375.523362133056,5595.135478831626,-0.022628034253389457,2
2026-03-13,4335.779169697832,5575.803990987959,-0.00908330024681867,2
2026-03-16,4406.036421141088,5621.511660859247,0.016204065911445596,2
2026-03-17,4435.38301560129,5653.293696681299,0.0066605428678235675,2
2026-03-18,4359.998536335866,5632.940655855353,-0.016996159970911674,2
2026-03-19,4317.198235979867,5508.184537170328,-0.009816585945913883,2
2026-03-20,4196.184003503774,5410.912352662909,-0.02803073332782152,2
2026-03-23,4293.56259104242,5469.074100388938,0.023206462694994948,2
2026-03-24,4260.194190176615,5459.555105513774,-0.007771728059914612,2
2026-03-25,4302.328371390599,5545.241249247026,0.00989020202673869,2
2026-03-26,4134.415634176955,5338.398288343196,-0.039028340637646694,2
2026-03-27,4023.1336132984566,5197.604284120267,-0.026916021688431716,2
2026-03-30,3949.881313457485,5134.226614445668,-0.018207772070715306,2
2026-03-31,4154.1896768375245,5361.102109843158,0.051725190497230726,2
2026-04-01,4217.482935758568,5465.32414319784,0.015236006019163377,2
2026-04-02,4181.097706285886,5408.253965484597,-0.008627238100760139,2
2026-04-06,4180.989125970782,5403.494074508901,-2.5969332154206126e-05,2
2026-04-07,4173.524855582994,5349.880070495982,-0.0017852881609814483,2
2026-04-08,4255.3166150195275,5388.976755056719,0.019597765022800733,2
2026-04-09,4267.5141150962,5389.639034505147,0.002866414224882964,2
2026-04-10,4308.519715237075,5479.601913694101,0.009608779030353584,2
2026-04-13,4376.878669878716,5545.173436287039,0.015865995552925023,2
2026-04-14,4524.843088762262,5706.49309559622,0.03380592199226879,2
2026-04-15,4692.294032067372,5928.564569491064,0.03700701660152285,2
2026-04-16,4704.370877183056,5961.61234212484,0.0025737613698437662,2
2026-04-17,4804.235886679642,6036.813963913263,0.021228132752234175,2
