date,index_usd,index_krw,gap_pct,daily_return,is_rebalance
2026-04-10,4656.221746152279,5921.811498406061,0.0,0.008154063285313505,N
2026-04-13,4728.297539732217,5990.394501136809,0.0,0.015479458992583359,N
2026-04-14,4908.363709627348,6190.169044585659,0.0,0.03808266471854248,N
2026-04-15,5108.853291893001,6454.873972102726,0.0,0.04084652118839728,N
2026-04-16,5116.350348795726,6483.693182855415,0.0,0.0014674637290174274,N
2026-04-17,5227.147567167208,6568.228157239613,0.0,0.021655518253858703,N
2026-04-20,5188.410323686356,6541.838147724122,0.0,-0.00741078054198597,N
2026-04-21,5126.281588919366,6514.060447929296,0.0,-0.011974522231473623,N
2026-04-22,5240.611652139739,6637.303152187978,0.0,0.022302727861750863,N
2026-04-23,5132.215953860738,6512.81000195127,0.0,-0.020683787594667893,N
